product_name,applicant,approval_date,te_code,appl_no
NALLPEN IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,1989-10-31,,050655
NALOXONE,HIKMA PHARMACEUTICALS USA INC,1986-09-24,,070298
NALOXONE,HIKMA PHARMACEUTICALS USA INC,1986-09-24,AP,070299
NALOXONE,HIKMA PHARMACEUTICALS USA INC,1986-09-24,,070496
NALOXONE,WYETH AYERST LABORATORIES,1986-09-24,,070188
NALOXONE,WYETH AYERST LABORATORIES,1986-09-24,,070189
NALOXONE,WYETH AYERST LABORATORIES,1986-09-24,,070190
NALOXONE,WYETH AYERST LABORATORIES,1986-09-24,,070191
NALOXONE HYDROCHLORIDE,ABRAXIS PHARMACEUTICAL PRODUCTS,1986-11-17,,070648
NALOXONE HYDROCHLORIDE,ABRAXIS PHARMACEUTICAL PRODUCTS,1986-11-17,,070661
NALOXONE HYDROCHLORIDE,ABRAXIS PHARMACEUTICAL PRODUCTS,1986-11-17,,070649
NALOXONE HYDROCHLORIDE,ABRAXIS PHARMACEUTICAL PRODUCTS,1988-12-16,,071604
NALOXONE HYDROCHLORIDE,ACCORD HEALTHCARE INC,2022-10-26,AP,216624
NALOXONE HYDROCHLORIDE,ACCORD HEALTHCARE INC,2022-10-26,AP,216624
NALOXONE HYDROCHLORIDE,ASTRAZENECA LP,1989-04-11,,072081
NALOXONE HYDROCHLORIDE,BAXTER HEALTHCARE CORP,2021-01-29,AP,214785
NALOXONE HYDROCHLORIDE,BAXTER HEALTHCARE CORP,2022-11-07,AP,214792
NALOXONE HYDROCHLORIDE,BAXTER HEALTHCARE CORP,2025-06-03,AP,214785
NALOXONE HYDROCHLORIDE,BPI LABS LLC,2023-10-06,AP,216977
NALOXONE HYDROCHLORIDE,CHARTWELL RX SCIENCES LLC,2018-12-17,,207846
NALOXONE HYDROCHLORIDE,DR REDDYS LABORATORIES LTD,2020-03-16,AP,213209
NALOXONE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2019-10-15,,212455
NALOXONE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2021-01-14,AP,213279
NALOXONE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2019-11-04,AP,212456
NALOXONE HYDROCHLORIDE,FRESENIUS KABI USA LLC,2024-04-02,AP,213573
NALOXONE HYDROCHLORIDE,FRESENIUS KABI USA LLC,2024-04-02,AP,213573
NALOXONE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,1988-05-24,,071272
NALOXONE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2024-03-07,AP,212300
NALOXONE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,1988-05-24,,071273
NALOXONE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,1988-05-24,,071274
NALOXONE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,1988-05-24,,071287
NALOXONE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2022-06-10,AP,212300
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1986-09-24,,070171
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1987-01-16,,070252
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1987-01-16,,070253
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1986-09-24,AP,070172
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1987-01-07,,070254
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1987-01-07,,070255
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1987-01-07,AP,070256
NALOXONE HYDROCHLORIDE,HOSPIRA INC,1987-01-07,AP,070257
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072082
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072083
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072084
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072085
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072086
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072087
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072088
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072089
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072090
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072091
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072092
NALOXONE HYDROCHLORIDE,IGI LABORATORIES INC,1989-04-11,,072093
NALOXONE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,1986-09-24,,070417
NALOXONE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEM,1986-09-24,,070639
NALOXONE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEM,1988-03-24,AP,072076
NALOXONE HYDROCHLORIDE,INTERNATIONAL MEDICATION SYSTEMS LTD,1988-04-27,,072115
NALOXONE HYDROCHLORIDE,MANKIND PHARMA LTD,2024-02-29,AP,218404
NALOXONE HYDROCHLORIDE,MARSAM PHARMACEUTICALS LLC,1988-07-19,,071811
NALOXONE HYDROCHLORIDE,MYLAN INSTITUTIONAL LLC,2014-03-06,AP,204997
NALOXONE HYDROCHLORIDE,MYLAN INSTITUTIONAL LLC,2016-06-29,AP,205014
NALOXONE HYDROCHLORIDE,MYLAN LABORATORIES LTD,2022-06-09,AP,213843
NALOXONE HYDROCHLORIDE,PH HEALTH LTD,2020-01-17,,211286
NALOXONE HYDROCHLORIDE,PH HEALTH LTD,2022-07-29,AP,215964
NALOXONE HYDROCHLORIDE,RISING PHARMA HOLDINGS INC,2017-02-28,AP,208871
NALOXONE HYDROCHLORIDE,RISING PHARMA HOLDINGS INC,2017-03-14,AP,208872
NALOXONE HYDROCHLORIDE,SMITH AND NEPHEW SOLOPAK DIV SMITH AND NEPHEW,1987-11-17,,071671
NALOXONE HYDROCHLORIDE,SMITH AND NEPHEW SOLOPAK DIV SMITH AND NEPHEW,1987-11-17,,071681
NALOXONE HYDROCHLORIDE,SMITH AND NEPHEW SOLOPAK DIV SMITH AND NEPHEW,1987-11-17,,071682
NALOXONE HYDROCHLORIDE,SOLOPAK MEDICAL PRODUCTS INC,1987-11-17,,071672
NALOXONE HYDROCHLORIDE,SOLOPAK MEDICAL PRODUCTS INC,1987-11-17,,071683
NALOXONE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2017-08-08,AP,207633
NALOXONE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2017-07-26,AP,207634
NALOXONE HYDROCHLORIDE,STERINOVA INC,2025-08-21,AP,214211
NALOXONE HYDROCHLORIDE,WATSON LABORATORIES INC,1987-11-18,,071339
NANDROLONE DECANOATE,ABRAXIS PHARMACEUTICAL PRODUCTS,1983-10-03,,088290
NANDROLONE DECANOATE,ABRAXIS PHARMACEUTICAL PRODUCTS,1983-10-14,,088317
NANDROLONE DECANOATE,AMERICAN REGENT INC,2010-08-30,,091252
NANDROLONE DECANOATE,EPIC PHARMA LLC,1983-09-28,,087519
NANDROLONE DECANOATE,WATSON LABORATORIES INC,1984-01-13,,086385
NANDROLONE DECANOATE,WATSON LABORATORIES INC,1983-10-06,,087598
NANDROLONE DECANOATE,WATSON LABORATORIES INC,1986-02-10,,088554
NANDROLONE DECANOATE,WATSON LABORATORIES INC,1984-01-13,,086598
NANDROLONE DECANOATE,WATSON LABORATORIES INC,1983-10-06,,087599
NANDROLONE DECANOATE,WATSON LABORATORIES INC,1983-12-05,,088128
NANDROLONE PHENPROPIONATE,WATSON LABORATORIES INC,1983-06-17,,086386
NANDROLONE PHENPROPIONATE,WATSON LABORATORIES INC,1983-06-17,,087488
NARCAN,ADAPT PHARMA OPERATIONS LTD,,,016636
NARCAN,ADAPT PHARMA OPERATIONS LTD,,,016636
NARCAN,ADAPT PHARMA OPERATIONS LTD,1982-06-14,,016636
NARCAN,BRISTOL MYERS SQUIBB PHARMA CO,1988-07-28,,071083
NARCAN,BRISTOL MYERS SQUIBB PHARMA CO,1988-07-28,,071084
NARCAN,BRISTOL MYERS SQUIBB PHARMA CO,1988-07-28,,071311
NATURAL ESTROGENIC SUBSTANCE-ESTRONE,WATSON LABORATORIES INC,1982-11-23,,085237
NAVANE,PFIZER INC,,,016904
NAVANE,PFIZER INC,,,016904
NAVELBINE,PIERRE FABRE MEDICAMENT,1994-12-23,,020388
NEBCIN,ELI LILLY AND CO,,,050519
NEBCIN,ELI LILLY AND CO,,,062008
NEBCIN,ELI LILLY AND CO,1987-04-29,,062707
NEBCIN,ELI LILLY AND CO,,,050477
NEBCIN,ELI LILLY AND CO,,,062008
NEMBUTAL SODIUM,RISING PHARMA HOLDINGS INC,,AP,083246
NEO TECT KIT,CIS BIO INTERNATIONAL SA,1999-08-03,,021012
NEOPHAM 6.4%,HOSPIRA INC,1984-01-17,,018792
NEOSAR,BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC,1983-07-08,,087442
NEOSAR,BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC,1989-03-30,,087442
NEOSAR,BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC,1982-02-16,,087442
NEOSAR,BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC,1982-02-16,,087442
NEOSAR,BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC,1982-02-16,,087442
NEOSAR,TEVA PARENTERAL MEDICINES INC,1993-04-29,,040015
NEOSAR,TEVA PARENTERAL MEDICINES INC,1993-04-29,,040015
NEOSAR,TEVA PARENTERAL MEDICINES INC,1993-04-29,,040015
NEOSAR,TEVA PARENTERAL MEDICINES INC,1993-04-29,,040015
NEOSAR,TEVA PARENTERAL MEDICINES INC,1993-04-29,,040015
NEOSCAN,GE HEALTHCARE,,,017655
NEOTHYLLINE,TEVA PHARMACEUTICALS USA INC,,,009088
NEPHRAMINE 5.4%,B BRAUN MEDICAL INC,,,017766
NEPHROFLOW,GE HEALTHCARE,1984-12-28,,018289
NESACAINE,FRESENIUS KABI USA LLC,,,009435
NESACAINE,FRESENIUS KABI USA LLC,,AP,009435
NESACAINE-MPF,FRESENIUS KABI USA LLC,,,009435
NESACAINE-MPF,FRESENIUS KABI USA LLC,1996-05-02,AP,009435
NESACAINE-MPF,FRESENIUS KABI USA LLC,,,009435
NESACAINE-MPF,FRESENIUS KABI USA LLC,1996-05-02,AP,009435
NETROMYCIN,SCHERING CORP SUB SCHERING PLOUGH CORP,1983-02-28,,050544
NETROMYCIN,SCHERING CORP SUB SCHERING PLOUGH CORP,1983-02-28,,050544
NETROMYCIN,SCHERING CORP SUB SCHERING PLOUGH CORP,1983-02-28,,050544
NEUROLITE,SHINE SPECT USA LLC,1994-11-23,,020256
NEUTREXIN,MEDIMMUNE ONCOLOGY INC,1993-12-17,,020326
NEUTREXIN,MEDIMMUNE ONCOLOGY INC,1998-07-31,,020326
NEXTERONE,BAXTER HEALTHCARE CORP,2008-12-24,,022325
NEXTERONE,BAXTER HEALTHCARE CORP,2010-11-16,,022325
NEXTERONE,BAXTER HEALTHCARE CORP,2010-11-16,,022325
NICARDIPINE HYDROCHLORIDE,AMERICAN REGENT INC,2009-11-17,AP,090534
NICARDIPINE HYDROCHLORIDE,AMNEAL EU LTD,2024-10-31,,215406
NICARDIPINE HYDROCHLORIDE,CHENGDU SHUODE PHARMACEUTICAL CO LTD,2024-09-06,AP,217548
NICARDIPINE HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2021-04-08,AP,211121
NICARDIPINE HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2009-12-28,,078714
NICARDIPINE HYDROCHLORIDE,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,2008-07-24,AP,022276
NICARDIPINE HYDROCHLORIDE,MANKIND PHARMA LTD,2009-11-17,AP,090671
NICARDIPINE HYDROCHLORIDE,MICRO LABS LTD,2023-07-07,AP,216420
NICARDIPINE HYDROCHLORIDE,NANJING KING FRIEND BIOCHEMICAL PHARMACEUTICAL CO LTD,2025-08-20,AP,216819
NICARDIPINE HYDROCHLORIDE,NAVINTA LLC,2009-11-17,,090125
NICARDIPINE HYDROCHLORIDE,QILU PHARMACEUTICAL HAINAN CO LTD,2025-10-28,AP,219608
NICARDIPINE HYDROCHLORIDE,SOMERSET THERAPEUTICS LLC,2009-11-17,AP,090664
NICARDIPINE HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,2009-11-17,,078405
NIMBEX,ABBVIE INC,1995-12-15,,020551
NIMBEX PRESERVATIVE FREE,ABBVIE INC,1995-12-15,,020551
NIMBEX PRESERVATIVE FREE,ABBVIE INC,1995-12-15,,020551
NIPENT,HOSPIRA INC,1991-10-11,AP,020122
NIPRIDE,HOFFMANN LA ROCHE INC,,,017546
NITRO IV,G POHL BOSKAMP GMBH AND CO,1983-08-30,,018672
NITRO-BID,SANOFI AVENTIS US LLC,1982-01-05,,018621
NITRO-BID,SANOFI AVENTIS US LLC,1990-02-28,,071159
NITROGLYCERIN,ABRAXIS PHARMACEUTICAL PRODUCTS,1985-12-13,,070077
NITROGLYCERIN,ABRAXIS PHARMACEUTICAL PRODUCTS,1987-05-08,,071203
NITROGLYCERIN,AMERICAN REGENT INC,1988-05-24,,072034
NITROGLYCERIN,HOSPIRA INC,,,018531
NITROGLYCERIN,INTERNATIONAL MEDICATION SYSTEMS LTD,1985-09-10,,070026
NITROGLYCERIN,LUITPOLD PHARMACEUTICALS INC,1988-05-24,,071492
NITROGLYCERIN,SMITH AND NEPHEW SOLOPAK DIV SMITH AND NEPHEW,1986-06-19,,070633
NITROGLYCERIN,SMITH AND NEPHEW SOLOPAK DIV SMITH AND NEPHEW,1986-06-19,,070634
NITROGLYCERIN IN DEXTROSE 5%,BAXTER HEALTHCARE CORP,1989-12-29,,019970
NITROGLYCERIN IN DEXTROSE 5%,BAXTER HEALTHCARE CORP,1989-12-29,,019970
NITROGLYCERIN IN DEXTROSE 5%,BAXTER HEALTHCARE CORP,1989-12-29,,019970
NITROGLYCERIN IN DEXTROSE 5%,HOSPIRA INC,1994-10-26,,074083
NITROGLYCERIN IN DEXTROSE 5%,HOSPIRA INC,1990-08-31,,071846
NITROGLYCERIN IN DEXTROSE 5%,HOSPIRA INC,1990-08-31,,071847
NITROGLYCERIN IN DEXTROSE 5%,HOSPIRA INC,1990-08-31,,071848
NITROL,RORER PHARMACEUTICAL CORP SUB RORER GROUP,1983-01-19,,018774
NITRONAL,G POHL BOSKAMP GMBH AND CO,1983-08-30,,018672
NITROPRESS,ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV,1987-11-16,,071555
NITROPRESS,ABBVIE INC,,,018450
NITROPRESS,HOSPIRA INC,1986-06-09,,070566
NITROPRESS,VALEANT PHARMACEUTICALS NORTH AMERICA,1988-08-01,,071961
NITROSTAT,PARKE DAVIS DIV WARNER LAMBERT CO,,,018588
NITROSTAT,PARKE DAVIS DIV WARNER LAMBERT CO,1987-01-08,,070863
NITROSTAT,PARKE DAVIS DIV WARNER LAMBERT CO,1983-12-23,,018588
NITROSTAT,PARKE DAVIS DIV WARNER LAMBERT CO,1987-01-08,,070871
NITROSTAT,PARKE DAVIS DIV WARNER LAMBERT CO,1987-01-08,,070872
NORCURON,ORGANON USA INC,1984-04-30,,018776
NORCURON,ORGANON USA INC,1992-01-03,,018776
NOREPINEPHRINE BITARTRATE,AMNEAL EU LTD,2018-12-17,AP,210839
NOREPINEPHRINE BITARTRATE,ANTHEA PHARMA PRIVATE LTD,2025-11-25,AP,219924
NOREPINEPHRINE BITARTRATE,ASPIRO PHARMA LTD,2025-01-31,AP,219163
NOREPINEPHRINE BITARTRATE,BAXTER HEALTHCARE CORP,2012-03-27,AP,040859
NOREPINEPHRINE BITARTRATE,BIOCON PHARMA LTD,2025-03-21,AP,219443
NOREPINEPHRINE BITARTRATE,BRECKENRIDGE PHARMACEUTICAL INC,2021-01-22,AP,214455
NOREPINEPHRINE BITARTRATE,CAPLIN STERILES LTD,2023-09-15,AP,217575
NOREPINEPHRINE BITARTRATE,FRESENIUS KABI USA LLC,2020-11-03,AP,211382
NOREPINEPHRINE BITARTRATE,GLAND PHARMA LTD,2021-05-06,AP,214323
NOREPINEPHRINE BITARTRATE,HIKMA PHARMACEUTICALS USA INC,2003-10-31,AP,040462
NOREPINEPHRINE BITARTRATE,HIKMA FARMACEUTICA PORTUGAL SA,2018-11-07,AP,203662
NOREPINEPHRINE BITARTRATE,MEITHEAL PHARMACEUTICALS INC,2003-03-03,AP,040455
NOREPINEPHRINE BITARTRATE,METRICS PHARMACEUTICAL VENTURES LLC,2004-09-30,,040522
NOREPINEPHRINE BITARTRATE,MSN LABORATORIES PRIVATE LTD,2025-12-11,AP,218595
NOREPINEPHRINE BITARTRATE,MYLAN LABORATORIES LTD,2018-10-04,AP,211242
NOREPINEPHRINE BITARTRATE,RISING PHARMA HOLDINGS INC,2024-05-13,AP,218758
NOREPINEPHRINE BITARTRATE,SANDOZ INC,2018-10-18,AP,211359
NOREPINEPHRINE BITARTRATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2021-01-29,,211980
NOREPINEPHRINE BITARTRATE,ZYDUS PHARMACEUTICALS USA INC,2022-07-19,,216341
NORFLEX,PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC,,,013055
NORMIFLO,PHARMACIA AND UPJOHN CO,1997-05-23,,020227
NORMIFLO,PHARMACIA AND UPJOHN CO,1997-05-23,,020227
NORMODYNE,SCHERING CORP SUB SCHERING PLOUGH CORP,1984-08-01,,018686
NORMOSOL-M AND DEXTROSE 5% IN PLASTIC CONTAINER,OTSUKA ICU MEDICAL LLC,,,017610
NORMOSOL-R AND DEXTROSE 5% IN PLASTIC CONTAINER,OTSUKA ICU MEDICAL LLC,,,017609
NORMOSOL-R IN PLASTIC CONTAINER,OTSUKA ICU MEDICAL LLC,,,017586
NOVAMINE 11.4%,HOSPIRA INC,1982-08-09,,017957
NOVAMINE 15%,HOSPIRA INC,1986-11-28,,017957
NOVAMINE 15% SULFITE FREE IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,1993-02-05,,020107
NOVAMINE 8.5%,HOSPIRA INC,1982-08-09,,017957
NOVANTRONE,EMD SERONO INC,1987-12-23,,019297
NOVANTRONE,EMD SERONO INC,1987-12-23,,019297
NOVANTRONE,EMD SERONO INC,1987-12-23,,019297
NOVOCAIN,HOSPIRA INC,,,085362
NOVOCAIN,HOSPIRA INC,,,085362
NOVOCAIN,HOSPIRA INC,,,086797
NUROMAX,ABBVIE INC,1991-03-07,,019946
NUTRILIPID 10%,B BRAUN MEDICAL INC,1993-05-28,,019531
NUTRILIPID 20%,B BRAUN MEDICAL INC,1993-05-28,AP,019531
NYDRAZID,SANDOZ INC,,,008662
OCTOCAINE,SEPTODONT INC,,,084048
OCTOCAINE,SEPTODONT INC,,,084048
OCTREOSCAN,CURIUM US LLC,1994-06-02,AP,020314
OCTREOTIDE ACETATE,FRESENIUS KABI USA LLC,2006-02-10,AP,077450
OCTREOTIDE ACETATE,FRESENIUS KABI USA LLC,2006-02-10,AP,077450
OCTREOTIDE ACETATE,GLAND PHARMA LTD,2023-06-22,AP,216839
OCTREOTIDE ACETATE,GLAND PHARMA LTD,2023-06-13,AP,216807
OCTREOTIDE ACETATE,GLAND PHARMA LTD,2023-06-22,AP,216839
OCTREOTIDE ACETATE,GLAND PHARMA LTD,2023-06-13,AP,216807
OCTREOTIDE ACETATE,HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC,2018-12-27,AP,204669
OCTREOTIDE ACETATE,HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC,2018-12-27,AP,204669
OCTREOTIDE ACETATE,HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC,2018-09-07,AP,203765
OCTREOTIDE ACETATE,HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC,2018-12-27,AP,204669
OCTREOTIDE ACETATE,HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC,2018-09-07,AP,203765
OCTREOTIDE ACETATE,MEITHEAL PHARMACEUTICALS INC,2005-10-03,AP,075957
OCTREOTIDE ACETATE,MEITHEAL PHARMACEUTICALS INC,2005-10-03,AP,075957
OCTREOTIDE ACETATE,MEITHEAL PHARMACEUTICALS INC,2005-11-21,AP,075959
OCTREOTIDE ACETATE,MEITHEAL PHARMACEUTICALS INC,2005-10-03,AP,075957
OCTREOTIDE ACETATE,MEITHEAL PHARMACEUTICALS INC,2005-11-21,AP,075959
OCTREOTIDE ACETATE,MYLAN LABORATORIES LTD,2025-12-12,AB,216589
OCTREOTIDE ACETATE,MYLAN LABORATORIES LTD,2025-12-12,AB,216589
OCTREOTIDE ACETATE,MYLAN LABORATORIES LTD,2025-12-12,AB,216589
OCTREOTIDE ACETATE,SAGENT PHARMACEUTICALS INC,2013-11-12,AP,091041
OCTREOTIDE ACETATE,SAGENT PHARMACEUTICALS INC,2013-11-12,AP,091041
OCTREOTIDE ACETATE,HAINAN SHUANGCHENG PHARMACEUTICALS CO LTD,2024-05-02,,217860
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2008-03-04,,077329
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2007-08-14,,077372
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2008-03-04,,077329
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2007-08-14,,077372
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2008-03-04,,077330
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2007-08-14,,077373
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2008-03-04,,077329
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2007-08-14,,077372
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2008-03-04,,077331
OCTREOTIDE ACETATE,SUN PHARMACEUTICAL INDUSTRIES LTD,2007-08-14,,077373
OCTREOTIDE ACETATE,TEVA PHARMACEUTICALS USA INC,2023-12-05,AB,210317
OCTREOTIDE ACETATE,TEVA PHARMACEUTICALS USA INC,2023-12-05,AB,210317
OCTREOTIDE ACETATE,TEVA PHARMACEUTICALS USA INC,2023-12-05,AB,210317
OCTREOTIDE ACETATE,WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,2005-04-08,AP,076330
OCTREOTIDE ACETATE,WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,2005-04-08,AP,076330
OCTREOTIDE ACETATE,WOCKHARDT USA INC,2011-05-11,,090986
OCTREOTIDE ACETATE,WOCKHARDT USA INC,2011-05-11,,090986
OCTREOTIDE ACETATE (PRESERVATIVE FREE),FRESENIUS KABI USA LLC,2006-02-10,AP,077457
OCTREOTIDE ACETATE (PRESERVATIVE FREE),FRESENIUS KABI USA LLC,2006-02-10,AP,077457
OCTREOTIDE ACETATE (PRESERVATIVE FREE),FRESENIUS KABI USA LLC,2006-02-10,AP,077457
OCTREOTIDE ACETATE (PRESERVATIVE FREE),MYLAN INSTITUTIONAL LLC,2011-02-10,AP,079198
OCTREOTIDE ACETATE (PRESERVATIVE FREE),MYLAN INSTITUTIONAL LLC,2011-02-10,AP,079198
OCTREOTIDE ACETATE (PRESERVATIVE FREE),MYLAN INSTITUTIONAL LLC,2011-02-10,AP,079198
OCTREOTIDE ACETATE (PRESERVATIVE FREE),SAGENT PHARMACEUTICALS INC,2013-11-12,AP,090834
OCTREOTIDE ACETATE (PRESERVATIVE FREE),SAGENT PHARMACEUTICALS INC,2013-11-12,AP,090834
OCTREOTIDE ACETATE (PRESERVATIVE FREE),SAGENT PHARMACEUTICALS INC,2013-11-12,AP,090834
OCTREOTIDE ACETATE (PRESERVATIVE FREE),WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,2005-03-28,AP,076313
OCTREOTIDE ACETATE (PRESERVATIVE FREE),WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,2005-03-28,AP,076313
OCTREOTIDE ACETATE (PRESERVATIVE FREE),WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,2005-03-28,AP,076313
OCTREOTIDE ACETATE PRESERVATIVE FREE,WOCKHARDT USA INC,2011-05-11,,090985
OCTREOTIDE ACETATE PRESERVATIVE FREE,WOCKHARDT USA INC,2011-05-11,,090985
OCTREOTIDE ACETATE PRESERVATIVE FREE,WOCKHARDT USA INC,2011-05-11,,090985
OFLOXACIN,BEDFORD LABORATORIES DIV BEN VENUE LABORATORIES INC,2002-01-16,,075762
OMNIPAQUE 140,GE HEALTHCARE,1988-11-30,,018956
OMNIPAQUE 210,GE HEALTHCARE,1989-06-30,,018956
OMNIPEN-N,WYETH AYERST LABORATORIES,,,060626
OMNIPEN-N,WYETH AYERST LABORATORIES,1986-12-16,,062718
OMNIPEN-N,WYETH AYERST LABORATORIES,,,060626
OMNIPEN-N,WYETH AYERST LABORATORIES,1986-12-16,,062718
OMNIPEN-N,WYETH AYERST LABORATORIES,,,060626
OMNIPEN-N,WYETH AYERST LABORATORIES,1986-12-16,,062718
OMNIPEN-N,WYETH AYERST LABORATORIES,,,060626
OMNIPEN-N,WYETH AYERST LABORATORIES,1986-12-16,,062718
OMNIPEN-N,WYETH AYERST LABORATORIES,,,060626
OMNIPEN-N,WYETH AYERST LABORATORIES,1986-12-16,,062718
OMNISCAN,GE HEALTHCARE,2007-09-05,,022066
OMNISCAN,GE HEALTHCARE,2007-09-05,,022066
OMNISCAN,GE HEALTHCARE,1993-01-08,,020123
ONCOVIN,ELI LILLY AND CO,,,014103
ONCOVIN,ELI LILLY AND CO,1984-03-07,,014103
ONCOVIN,ELI LILLY AND CO,,,014103
ONDANSETRON HYDROCHLORIDE,ACCORD HEALTHCARE INC,2015-07-13,AP,206846
ONDANSETRON HYDROCHLORIDE,AMERICAN REGENT INC,2006-12-26,,077582
ONDANSETRON HYDROCHLORIDE,APOTEX INC,2006-12-26,,077368
ONDANSETRON HYDROCHLORIDE,AVET LIFESCIENCES LTD,2010-04-16,,090424
ONDANSETRON HYDROCHLORIDE,BAXTER HEALTHCARE CORP,2013-02-22,,078288
ONDANSETRON HYDROCHLORIDE,CHARTWELL MOLECULAR HOLDINGS LLC,2010-04-14,,090116
ONDANSETRON HYDROCHLORIDE,EUGIA PHARMA SPECIALITIES LTD,2012-12-21,,202599
ONDANSETRON HYDROCHLORIDE,FRESENIUS KABI USA LLC,2006-12-26,AP,076974
ONDANSETRON HYDROCHLORIDE,GLAND PHARMA LTD,2009-09-25,AP,079224
ONDANSETRON HYDROCHLORIDE,GLAND PHARMA LTD,2012-06-15,AP,090648
ONDANSETRON HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2006-12-26,AP,076967
ONDANSETRON HYDROCHLORIDE,HIKMA PHARMACEUTICALS USA INC,2006-12-26,AP,077365
ONDANSETRON HYDROCHLORIDE,HIKMA FARMACEUTICA (PORTUGAL) SA,2006-12-26,,076781
ONDANSETRON HYDROCHLORIDE,HOSPIRA INC,2006-12-26,,076695
ONDANSETRON HYDROCHLORIDE,HOSPIRA INC,2006-12-26,AP,077473
ONDANSETRON HYDROCHLORIDE,HOSPIRA INC,2007-01-19,,077840
ONDANSETRON HYDROCHLORIDE,LANNETT CO INC,2010-08-05,,090883
